Manufacturer,Manufacturer_cat_no,Vendor,Description,price,quantity,units,link,category,vendor_cat_no,special_conditions,delivery_time,listprice,vat,class
Abnova,H00005026-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,P2RX5 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00005026-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00005026-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,P2RX5 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00005026-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00005026-R03-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,P2RX5 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00005026-R03-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00005026-R03-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,P2RX5 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00005026-R03-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00001859-R07-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,DYRK1A Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00001859-R07-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00001859-R08-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,DYRK1A Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00001859-R08-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00001859-R08-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,DYRK1A Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00001859-R08-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00001859-R10-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,DYRK1A Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00001859-R10-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00080712-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,ESX1L Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00080712-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00000672-R09-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,BRCA1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00000672-R09-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00000667-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,DST Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00000667-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00000667-R03-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,DST Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00000667-R03-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00000667-R03-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,DST Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00000667-R03-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00005733-R19-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PTGER3 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00005733-R19-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00080031-R08-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SEMA6D Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00080031-R08-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00080031-R09-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SEMA6D Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00080031-R09-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00080031-R10-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SEMA6D Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00080031-R10-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00080031-R11-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SEMA6D Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00080031-R11-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00080031-R12-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SEMA6D Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00080031-R12-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00340156-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,LOC340156 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00340156-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00340024-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SLC6A19 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00340024-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00340069-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,LOC340069 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00340069-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00340719-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,NANOS1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00340719-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00340252-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,ZNF680 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00340252-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00340371-R01V-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,NRBP2 Validated Chimera RNAi,437.1,1,10 nmol,,RNAi/Chimeric RNA,157H00340371-R01V-0010,-20 C/Dry Ice,5,470,23,labware-plastics-other
Abnova,H00340371-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,NRBP2 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00340371-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00340385-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,ZNF517 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00340385-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00340784-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,HMX3 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00340784-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00340719-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,NANOS1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00340719-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00010280-R10-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,OPRS1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00010280-R10-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00010212-R03-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,DDX39 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00010212-R03-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00010274-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,STAG1 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00010274-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00010277-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,UBE4B Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00010277-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00010277-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,UBE4B Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00010277-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00011200-R08-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,CHEK2 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00011200-R08-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00054345-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SOX18 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00054345-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00054496-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PRMT7 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00054496-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00003581-R03-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,IL9R Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00003581-R03-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00003581-R04-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,IL9R Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00003581-R04-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00003581-R04-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,IL9R Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00003581-R04-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00003586-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,IL10 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00003586-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00003589-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,IL11 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00003589-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00057468-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SLC12A5 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00057468-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00057472-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,CNOT6 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00057472-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00057473-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,GM632 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00057473-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00057474-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,ZNF490 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00057474-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00057476-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,GRAMD1B Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00057476-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00005733-R12-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PTGER3 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00005733-R12-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00005771-R08-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PTPN2 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00005771-R08-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00005775-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PTPN4 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00005775-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00005775-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PTPN4 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00005775-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00005777-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PTPN6 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00005777-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00005777-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PTPN6 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00005777-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00005777-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PTPN6 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00005777-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00005777-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PTPN6 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00005777-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00005777-R03-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PTPN6 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00005777-R03-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00005777-R03-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PTPN6 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00005777-R03-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00005733-R14-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PTGER3 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00005733-R14-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00005733-R14-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PTGER3 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00005733-R14-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00005733-R15-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PTGER3 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00005733-R15-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00005733-R15-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PTGER3 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00005733-R15-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00005733-R16-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PTGER3 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00005733-R16-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00005733-R16-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PTGER3 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00005733-R16-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00005733-R17-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PTGER3 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00005733-R17-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00005733-R17-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PTGER3 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00005733-R17-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00005733-R18-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PTGER3 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00005733-R18-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00059067-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,IL21 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00059067-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00133584-R03-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,FLJ39155 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00133584-R03-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00133584-R04-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,FLJ39155 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00133584-R04-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00170690-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,ADAMTS16 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00170690-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00140432-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,RNF113B Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00140432-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00170692-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,ADAMTS18 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00170692-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00170692-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,ADAMTS18 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00170692-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00170960-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,KIAA1982 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00170960-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00171017-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,ZNF384 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00171017-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00171019-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,ADAMTS19 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00171019-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00171023-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,ASXL1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00171023-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00171392-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,ZNF675 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00171392-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00063974-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,NEUROD6 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00063974-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00063976-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PRDM16 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00063976-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00063977-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PRDM15 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00063977-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00079673-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,ZNF329 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00079673-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00081035-R03-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,COLEC12 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00081035-R03-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00081035-R04-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,COLEC12 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00081035-R04-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00081050-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,OR5AC2 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00081050-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00081061-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,OR11H1 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00081061-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00081099-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,OR4F17 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00081099-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00081127-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,OR4K15 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00081127-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00081168-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,OR8J3 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00081168-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00081282-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,OR51G2 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00081282-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00081285-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,OR51E2 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00081285-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00081300-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,OR4P4 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00081300-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00081309-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,OR4C15 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00081309-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00081318-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,OR4A5 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00081318-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00056034-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PDGFC Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00056034-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00056052-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,ALG1 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00056052-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00056097-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PCDHGC5 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00056097-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00056097-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PCDHGC5 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00056097-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00056097-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PCDHGC5 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00056097-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00050487-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PLA2G3 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00050487-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00050488-R05-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,MINK1 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00050488-R05-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00050488-R06-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,MINK1 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00050488-R06-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00050488-R07-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,MINK1 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00050488-R07-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00050488-R08-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,MINK1 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00050488-R08-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00050506-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,DUOX2 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00050506-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00050507-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,NOX4 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00050507-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00050509-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,COL5A3 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00050509-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00008666-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,EIF3S4 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00008666-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00008667-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,EIF3S3 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00008667-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
